estimating workload which takes just one milisecond
end estimation
1	1	1
1	3	2
1	4	3
1	18	4
1	19	5
1	21	6
1	22	7
1	24	8
1	26	9
1	27	10
1	41	11
1	42	12
1	44	13
1	45	14
1	47	15
1	48	16
1	50	17
1	51	18
1	65	19
1	66	20
1	68	21
1	69	22
1	71	23
1	72	24
1	74	25
1	76	26
1	82	27
1	83	28
1	85	29
1	86	30
1	88	31
1	89	32
1	91	33
1	92	34
1	94	35
1	96	36
1	113	37
1	114	38
1	116	39
1	117	40
1	119	41
1	120	42
1	122	43
1	124	44
1	137	45
1	139	46
1	140	47
1	142	48
1	144	49
1	145	50
1	147	51
1	160	52
1	162	53
1	164	54
1	165	55
1	166	56
1	168	57
1	169	58
1	171	59
1	184	60
1	186	61
1	188	62
1	189	63
1	191	64
1	192	65
1	194	66
1	196	67
1	209	68
1	211	69
1	212	70
1	214	71
1	216	72
1	217	73
1	219	74
1	232	75
1	234	76
1	235	77
1	237	78
1	238	79
1	240	80
1	242	81
1	243	82
1	257	83
1	258	84
1	260	85
1	261	86
1	263	87
1	264	88
1	265	89
1	267	90
1	281	91
1	282	92
1	284	93
1	285	94
1	287	95
1	289	96
1	290	97
1	292	98
1	305	99
1	307	100
estimating workload which takes just one milisecond
end estimation
0	6	1
0	8	2
0	9	3
0	11	4
0	12	5
0	14	6
0	16	7
0	29	8
0	30	9
0	32	10
0	34	11
0	36	12
0	37	13
0	39	14
0	52	15
0	54	16
0	56	17
0	57	18
0	59	19
0	60	20
0	62	21
0	64	22
0	77	23
0	79	24
0	80	25
0	97	26
0	98	27
0	100	28
0	101	29
0	103	30
0	104	31
0	106	32
0	107	33
0	108	34
0	110	35
0	111	36
0	125	37
0	126	38
0	128	39
0	130	40
0	131	41
0	133	42
0	135	43
0	136	44
0	150	45
0	152	46
0	153	47
0	155	48
0	156	49
0	158	50
0	159	51
0	173	52
0	174	53
0	176	54
0	178	55
0	179	56
0	181	57
0	182	58
0	184	59
0	197	60
0	199	61
0	201	62
0	202	63
0	203	64
0	205	65
0	207	66
0	208	67
0	221	68
0	223	69
0	224	70
0	226	71
0	227	72
0	229	73
0	230	74
0	232	75
0	245	76
0	246	77
0	248	78
0	249	79
0	251	80
0	252	81
0	254	82
0	256	83
0	269	84
0	271	85
0	273	86
0	274	87
0	276	88
0	278	89
0	279	90
0	292	91
0	294	92
0	296	93
0	297	94
0	299	95
0	301	96
0	302	97
0	304	98
0	309	99
0	310	100
estimating workload which takes just one milisecond
end estimation
