estimating workload which takes just one milisecond
end estimation
0	1	1
0	3	2
0	5	3
0	6	4
0	7	5
0	9	6
0	11	7
0	12	8
0	14	9
0	15	10
0	17	11
0	19	12
0	20	13
0	22	14
0	23	15
0	25	16
0	26	17
0	28	18
0	29	19
0	31	20
0	32	21
0	34	22
0	35	23
0	37	24
0	38	25
0	40	26
0	42	27
0	43	28
0	45	29
0	46	30
0	48	31
0	49	32
0	51	33
0	52	34
0	54	35
0	55	36
0	57	37
0	58	38
0	60	39
0	62	40
0	63	41
0	64	42
0	66	43
0	68	44
0	69	45
0	71	46
0	72	47
0	74	48
0	75	49
0	77	50
0	78	51
0	80	52
0	81	53
0	83	54
0	84	55
0	86	56
0	87	57
0	89	58
0	90	59
0	92	60
0	94	61
0	95	62
0	97	63
0	99	64
0	100	65
0	102	66
0	103	67
0	105	68
0	106	69
0	108	70
0	110	71
0	111	72
0	113	73
0	114	74
0	116	75
0	117	76
0	119	77
0	121	78
0	122	79
0	124	80
0	125	81
0	127	82
0	129	83
0	130	84
0	132	85
0	133	86
0	135	87
0	137	88
0	138	89
0	139	90
0	141	91
0	143	92
0	144	93
0	145	94
0	147	95
0	148	96
0	150	97
0	151	98
0	153	99
0	154	100
estimating workload which takes just one milisecond
end estimation
